teamNum,matchNum,alliance,driveStation,startLocation,preload,mobility,autoPickups,autoCones,autoCubes,autoBalance,communityPickups,neutralPickups,singlePickups,doublePickups,teleopCones,teleopCubes,shuttle,teleopBalance,buddyClimb,driver,scoutName,comments,scoredT,scoredA,scoredCones,scoredCubes,totalPickups,scoredLowT,scoredMidT,scoredHightT,scoredLowA,scoredMidA,scoredHighA,scoredTCones,scoredTCubes,scoredACones,scoredACubes,scoredHighT,pointsT,pointsA,pointsTotal,ct
7540,21,b,,3,cone,TRUE,NA,27,NA,na,1,2,0,0,27,"26,25,23",TRUE,engage,FALSE,3,nguyen,"good at pushing pieces towards nodes, decent movement, has a intake but does not pick up pieces well",4,2,2,4,6,0,0,0,0,0,1,1,3,1,1,4,20,24,44,32.75
2881,22,b,,3,cone,TRUE,NA,9,NA,na,0,0,0,4,"9,7,6,4,3",NA,FALSE,engage,FALSE,4,nguyen,"very smooth and fast movement, slow arm extension to place cones",6,2,6,2,8,5,0,0,1,0,0,5,1,1,1,0,10,3,13,22.3
1477,23,b,,2,cone,TRUE,NA,4,NA,engage,0,0,4,0,"4,27,6,9","8,14",FALSE,engage,FALSE,3,nguyen,"struggled to get game pieces from the chute, good movement",6,2,5,3,8,4,1,0,1,0,0,4,2,1,1,1,16,9,25,22.3
2950,20,b,,2,cone,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,4,cobleigh,played pretty good defense. might have gotten 1 foul,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
8769,21,b,,2,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,4,cobleigh,played p good defense. decently fast,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
3029,22,b,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,"23,21",FALSE,dock,FALSE,3,cobleigh,no intake. pushed to score. also had no auton,3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,41.667
9128,23,b,,1,cone,FALSE,NA,1,NA,na,0,4,0,0,"3,1,4,13",5,FALSE,dock,FALSE,3,cobleigh,consistent scorer. overall good quality robot,5,2,5,2,7,4,1,0,1,0,0,4,1,1,1,0,11,3,14,26
3676,20,r,,3,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,engage,FALSE,2,harold,"seemed to just wander aimlessly. their bumper seemed broken. did climb well, though. ",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,65
6377,21,r,,3,cone,FALSE,1,20,NA,na,0,2,4,0,"20,27","8,17,26",FALSE,engage,FALSE,4,harold,perservered and scored low when missed mid or high. climbed very well. ,5,2,3,4,7,1,1,0,0,0,1,2,3,1,1,3,20,18,38,25.8
624,22,r,,2,cube,FALSE,NA,NA,5,dock,0,1,3,0,NA,"5,8,14,2,26",FALSE,engage,FALSE,4,harold,"has a pretty wobbly arm, but it intakes cubes very well. cooperated well with teammates to help get the double climb just in time. ",6,2,2,6,8,3,1,0,1,0,0,1,5,1,1,1,14,9,23,21.167
7091,23,r,,2,cube,FALSE,NA,NA,NA,fail,0,1,0,0,NA,21,FALSE,na,FALSE,3,harold,soccer bot. no intake. pre-loaded with cube on top of it and spun until it got off in teleop so that they could score it. shut down mid-match. ,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
6180,24,r,,1,cube,TRUE,NA,NA,NA,na,0,0,2,0,NA,26,FALSE,engage,FALSE,2,harold,"has a weird intake that seems to be pulled by a pulley cord or something. had trouble getting cargo at the station. climbed well, though.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,65
8408,20,r,,2,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,park,FALSE,3,novinski,"just bad man, very slow, confused, and no auton",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
3735,22,r,,1,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,TRUE,park,FALSE,3,novinski,"no intake? also wasn't good at shuttlebotting or defense , so they just drived from one side to the other a lot",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
2158,23,r,,1,cone,FALSE,NA,NA,NA,na,0,0,0,0,27,NA,FALSE,park,FALSE,3,novinski,"those poor cans have had their robot get caught on the node they're trying to score on in auton, TWICE, disabled after that",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
3743,24,r,,3,NA,TRUE,NA,NA,NA,na,0,1,0,0,NA,20,FALSE,park,FALSE,4,novinski,"little brickbot, decent defens and soccerballed some cubes in",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
7091,19,r,,2,NA,FALSE,NA,NA,NA,fail,0,0,0,0,NA,NA,FALSE,engage,FALSE,4,novinski,"very fast and stable brick bot, attempt at bALance but was set up wrong I think, didn't play defense that well though",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,59.6
3035,19,r,,3,cone,TRUE,NA,18,NA,na,0,3,1,1,"18,15","8,17,26,5",FALSE,dock,FALSE,3,ha,decent bot. prefers cube. a little selfish at the charge station. ,6,2,3,5,8,2,3,0,0,1,0,2,4,1,1,1,18,10,28,21.367
4328,20,r,,1,cone,FALSE,NA,NA,NA,na,1,1,0,0,NA,19,FALSE,engage,FALSE,3,Ha,intake broke on charge station. slow but knows what to do. ,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,65.65
4295,21,r,,1,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,Ha,no show,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
8088,22,r,,3,cone,TRUE,NA,9,NA,na,0,2,0,1,"9,6,7,4",NA,FALSE,engage,FALSE,3,Ha,"cone intaker. failed to pick up cone at the end. decent charge station, but lack of speed on balancing. ",5,2,5,2,7,4,0,0,1,0,0,4,1,1,1,0,8,3,11,25.5
2789,23,r,,2,cube,FALSE,NA,NA,NA,dock,0,2,0,0,NA,"26,24",FALSE,engage,FALSE,1,Ha,"decent charge station. push bot, no intake. ",3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,44.2
8556,24,r,,2,cube,FALSE,NA,NA,NA,na,0,1,0,0,NA,"23,21",FALSE,fail,FALSE,2,Ha,very tippy. PLayed decent defense. could not mount charge station. ,3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,45
3545,25,r,,1,NA,FALSE,NA,NA,NA,na,0,1,0,1,NA,"26,17",FALSE,na,FALSE,2,Ha,mostly struggled on speed. tippy. no endgame. ,3,2,2,3,5,0,1,0,0,0,0,1,2,1,1,1,8,6,14,45
2950,24,b,,2,NA,FALSE,NA,NA,NA,na,0,1,0,0,NA,27,TRUE,dock,FALSE,2,nguyen,"decent defense bot however was playing defense on a bot that didnt need it, decent speed, can push cubes towards community",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,66.05
4717,25,b,,1,cube,FALSE,NA,NA,NA,na,0,2,0,0,NA,20,FALSE,engage,FALSE,2,soo,"intake is slow and is unable to hold on to game pieces reliably. driver wasn't able to manipulate pieces , even shuttling on the ground.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,66.4
5052,26,b,,1,cube,TRUE,NA,NA,19,na,1,2,0,0,NA,"19,20",TRUE,engage,FALSE,2,soo,"though the bot had an arm, the driver opted not to activate it at all (perhaps it is not functioning). instead, it shuttled cubes across the field in a slow and tedious manner.",3,2,2,3,5,0,0,0,0,0,1,1,2,1,1,2,10,12,22,43.3
4295,27,b,,2,NA,FALSE,NA,NA,NA,na,0,0,0,0,9,NA,FALSE,na,FALSE,3,soo,robot did not show up for this match.,2,2,2,2,4,1,0,0,0,0,0,1,1,1,1,0,2,0,2,67.5
3676,24,b,,3,NA,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,park,FALSE,1,cobleighh,fast robot. not very controled.,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,65
3035,25,b,,3,cone,TRUE,NA,18,NA,na,0,0,0,0,18,NA,FALSE,na,FALSE,2,cobleigh,"spun wildly for most of the match
",2,2,2,2,4,0,1,0,0,1,0,1,1,1,1,0,3,4,7,67.5
9311,26,b,,3,cube,FALSE,NA,NA,NA,na,0,2,0,0,25,26,FALSE,park,FALSE,1,Perumandla,Just shoved into hybrid very slow intake that wasnt used welland it dies every time it left community,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,2,10,12,22,67.5
5503,27,b,,3,cube,TRUE,NA,NA,26,na,0,0,3,0,"27,25,24",26,FALSE,engage,FALSE,2,Perumandla,Bucket to drop cubes into hybridnot very fast,4,2,4,2,6,0,0,0,0,0,1,3,1,1,1,4,20,24,44,31.25
2848,24,b,,1,cube,TRUE,NA,NA,2,na,0,1,0,0,NA,"2,11",FALSE,na,FALSE,3,gabri,got disabled in the middle,3,2,2,3,5,1,1,0,1,0,0,1,2,1,1,0,5,3,8,45
8408,25,b,,2,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,3,gabri,just ran arouns the whole time,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
7125,26,b,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,23,TRUE,fail,FALSE,2,brittian,bad shuttle,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,64
3847,27,b,,1,cube,TRUE,1,NA,22,na,0,4,0,0,"1,3,23",22,FALSE,engage,FALSE,4,brittian,"got stopped by defense a bit, but decent showing as usual",4,2,4,2,6,2,0,0,0,0,1,3,1,1,1,2,14,12,26,31.75
4328,25,r,,3,cube,TRUE,NA,NA,NA,na,0,3,0,0,24,"20,25",FALSE,engage,FALSE,3,harold,does not have a great intake. successfully climbed but the other robot who was originally on the charge station did not get engaged. ,3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,3,15,18,33,43
8769,26,r,,3,NA,TRUE,NA,NA,NA,na,0,3,0,0,NA,"19,22",TRUE,na,FALSE,2,nguyen,"has and intake but does not use it, instead pushes cubes and cones, jerky driving, not very fast",3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,41.567
6672,27,r,,3,cone,TRUE,NA,6,NA,na,0,3,1,0,"4,1,6",5,FALSE,na,FALSE,3,nguyen,"intake appears to have broken or is having problems, slow movement at the end, good cone placement and cycle time",4,2,4,2,6,4,0,0,1,0,0,3,1,1,1,0,8,3,11,33.75
4610,28,r,,1,cone,TRUE,NA,NA,NA,na,0,4,0,0,"10,12,22,23",NA,FALSE,engage,FALSE,3,nguyen,"intake is slow and prone to dropping cones, dropping forces them to move majority of their cones into hybrid node, erratic auton but manages to leave community, slow cycle time",5,2,5,2,7,0,2,0,0,0,0,4,1,1,1,2,16,12,28,23.76
6800,29,r,,1,cone,TRUE,NA,9,NA,dock,0,3,0,2,"9,7,6,4","8,5",FALSE,engage,FALSE,5,harold,was a bit tippy. evaded a lot of defense. could score quickly and efficiently.,6,2,5,3,8,6,0,0,1,0,0,4,2,1,1,0,12,3,15,21.667
9289,25,r,,2,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,fail,FALSE,1,novinski,"very slow and confused, no auton, no intaking, no defense",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,65.9
2714,26,r,,2,cube,FALSE,NA,NA,5,engage,0,0,0,2,"1,3","5,2",FALSE,engage,FALSE,4,Novinski,"Solid team, has to spin around every time they pick up from shelf to score, but still pretty good. And also solid auton",4,2,3,3,6,4,0,0,1,0,0,2,2,1,1,0,8,3,11,33.475
1164,27,r,,2,NA,FALSE,NA,NA,5,engage,0,1,0,1,NA,"5,17",FALSE,engage,FALSE,4,Novinski,"Good driver that got a hard double balance at the end, some trouble with intaking but mostly great",3,2,2,3,5,1,1,0,1,0,0,1,2,1,1,0,5,3,8,43.9
624,28,r,,2,cube,FALSE,NA,NA,5,engage,0,1,2,0,NA,"5,2,19,26",FALSE,engage,FALSE,4,Novinski,"Cryptonite is a really good team, good auton, good cycling, good driving, scoring sometimes misses and drops pieces into hybrid nodes",5,2,2,5,7,2,0,0,1,0,0,1,4,1,1,2,14,15,29,26.56
4734,29,r,,3,cube,TRUE,NA,NA,20,na,0,1,0,1,NA,"20,11,2",FALSE,na,FALSE,4,novinski,"decent team with a good driver, helped someone offthe charge station, scoring mechanism seems a bit overcomplicated and slow, but it works",4,2,2,4,6,1,1,0,0,0,1,1,3,1,1,1,10,6,16,33.75
7119,26,r,,1,cube,FALSE,NA,NA,NA,na,1,2,0,0,NA,"20,23,17",FALSE,na,FALSE,3,Ha,prefers cubes. no charge station. somewhat tippy. ,4,2,2,4,6,0,1,0,0,0,0,1,3,1,1,2,13,12,25,33.75
9054,27,r,,1,NA,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,engage,FALSE,5,Ha,Good defense on spectrum. Good balance. ,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,60.35
2950,28,r,,3,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,26,FALSE,na,FALSE,3,Ha ,played defense on a down bot. played decent defense on torque. somewhat tippy. ,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
7091,29,r,,2,cube,FALSE,NA,NA,23,na,0,1,1,0,NA,"23,27",FALSE,na,FALSE,3,Ha,pancake. got stuck bc of cone. could'nt climb bc blocked. played decent defense. ,3,2,2,3,5,0,0,0,0,0,1,1,2,1,1,2,10,12,22,45
5866,28,b,,3,cube,FALSE,NA,NA,NA,na,1,1,0,0,NA,25,FALSE,fail,FALSE,2,soo,"the pincer-claw type intake proved very unreliable. though the swerve drive was rather quick for the most part, the bot kept ambling around slowly to ease the cube into the intake. bot tipped over during endgame on the charge station.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
8408,29,b,,2,cube,TRUE,NA,NA,NA,na,0,1,0,0,NA,26,FALSE,na,FALSE,2,soo,"wobbly tank drive, played defense against 6800. though mostly ineffective it did require 6800 to waste a few precious seconds taking a different path.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,67.5
3035,30,b,,3,cone,TRUE,NA,NA,NA,na,2,3,0,3,"18,16","8,17,14,5",FALSE,engage,FALSE,4,soo,"driver has clear pathing and scoring vision, and bot intakes and scores game pieces reliably on top and middle nodes. very fast charge station engage at the end of the match with another robot already on.",6,2,3,5,8,2,4,0,0,0,0,2,4,1,1,0,16,0,16,22.3
9054,31,b,,2,NA,TRUE,NA,NA,NA,fail,0,3,0,0,NA,NA,TRUE,engage,FALSE,2,soo,"pancake-esque bot,shuttled for the first 15 seconds and then played defense to some success. but because of slow turning speed, it could be outmaneuvered.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,64.6
3743,32,b,,3,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,Chio,No show,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
2848,28,b,,1,cube,TRUE,NA,NA,2,na,0,1,0,0,NA,2,FALSE,na,FALSE,1,cobleigh,barely moved after auton,2,2,2,2,4,1,0,0,1,0,0,1,1,1,1,0,2,3,5,67.5
7540,29,b,,3,NA,TRUE,NA,NA,NA,na,0,1,0,0,NA,"25,21,20,8",FALSE,dock,FALSE,3,cobleigh,pretty consistent scorer. Not very fast.,5,2,2,5,7,1,0,0,0,0,0,1,4,1,1,3,17,18,35,22.2
3029,30,b,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,dock,FALSE,2,cobleigh,pretty poor frame. not very fast and does not have a great intake.,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,60
4717,31,b,,3,cube,FALSE,NA,NA,NA,na,0,0,1,0,NA,"26,24",FALSE,dock,FALSE,2,cobleigh,did not make much of an impact.,3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,38.333
8088,32,b,,1,cone,FALSE,NA,NA,NA,na,0,2,1,0,"1,21,3",2,FALSE,dock,FALSE,2,cobleigh,very slow!!,4,2,4,2,6,3,0,0,0,0,0,3,1,1,1,1,11,6,17,32.75
1477,28,b,,2,cone,FALSE,NA,6,NA,engage,0,0,4,0,"6,3,1","11,5",FALSE,engage,FALSE,5,Brittian,"love this bot, a little bit of TROUBLE WITH SCORING THIS GAME",5,2,4,3,7,4,1,0,1,0,0,3,2,1,1,0,11,3,14,24.6
7088,29,b,,1,cone,FALSE,NA,NA,NA,na,0,0,0,0,19,NA,FALSE,engage,FALSE,3,GABRI,"JUST DROVE AROUND, NO DEFENSE",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,65.2
2158,30,b,,1,cone,TRUE,NA,19,NA,engage,0,2,0,0,"19,1,3",NA,FALSE,na,FALSE,3,GABRI,"GOOD AUTON, BATTERY FELL OUT SO DISABLED? ",4,2,4,2,6,2,0,0,0,0,1,3,1,1,1,1,9,6,15,33.75
3735,31,b,,1,NA,FALSE,NA,NA,NA,na,0,4,0,0,NA,"19,23",FALSE,na,FALSE,3,gabri,"very slow, no defense",3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,45
9128,32,b,,2,cone,FALSE,NA,4,NA,dock,0,3,2,0,"4,25,6,15","5,14",FALSE,engage,FALSE,4,gabri,intake is very fast and the arm overextends,6,2,5,3,8,3,2,0,1,0,0,4,2,1,1,1,17,9,26,22.283
7125,30,r,,2,cube,FALSE,NA,NA,NA,na,0,2,0,0,NA,"22,27",FALSE,fail,FALSE,2,harold,seemed to have a nonfunctioning intake. played a bit of defense. shut down for a bit in the middle of the  match. tried to climb but did not. ,3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,45
6180,31,r,,3,cube,TRUE,NA,NA,NA,na,0,0,1,0,NA,19,FALSE,engage,FALSE,2,harold,"did not have a good intake. could not outtake. did do climb, though. was able to score soccer-style.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,64
8556,32,r,,1,cube,FALSE,NA,NA,NA,na,0,2,0,0,"27,25",26,FALSE,engage,FALSE,3,harold,"robot was tippy. only scored soccer-style. climbed well, though. ",3,2,3,2,5,0,0,0,0,0,0,2,1,1,1,3,15,18,33,42.333
6672,33,r,,2,cone,FALSE,NA,NA,NA,fail,1,0,5,0,"9,7,6","8,5,24",FALSE,engage,FALSE,5,harold,"auton was a little buggy. scored quite efficiently,  however. ",6,2,4,4,8,5,0,0,0,0,0,3,3,1,1,1,15,6,21,21.667
3847,34,r,,1,cube,FALSE,NA,NA,8,na,0,0,0,0,NA,8,FALSE,na,FALSE,3,harold,robot was inactive the entire match.,2,2,2,2,4,1,0,0,1,0,0,1,1,1,1,0,2,3,5,67.5
8769,30,r,,1,NA,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,NOVINSKI,"I don't know what they were doing this match, and i'M NOT CONVINCED THEY DID EITHER",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
4295,31,r,,1,NA,TRUE,NA,NA,NA,na,0,1,0,0,20,NA,FALSE,engage,FALSE,1,novinski,"not very good, one ok defense bot completely shut them down,to a sad degree, also intake isn't great",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,66.45
1164,32,r,,2,NA,FALSE,NA,NA,NA,engage,0,1,0,0,NA,5,FALSE,engage,FALSE,1,novinski,"intake takesforever to line up and they're not good at lining ti up, auton balance is really good",2,2,2,2,4,1,0,0,0,0,0,1,1,1,1,0,2,0,2,64.95
2789,33,r,,1,cube,FALSE,NA,NA,26,na,0,1,0,0,NA,"26,20",FALSE,engage,FALSE,3,novinski,solid but sort of broke down half-way-through,3,2,2,3,5,0,0,0,0,0,1,1,2,1,1,2,10,12,22,44
7119,34,r,,2,NA,FALSE,NA,NA,NA,na,0,4,0,0,NA,"19,21",FALSE,na,FALSE,2,noviski,"intake dosen't work well, very shakey, doubled up nodes",3,2,2,3,5,0,0,0,0,0,0,1,2,1,1,2,10,12,22,45
2881,30,r,,3,cone,TRUE,NA,9,NA,dock,0,0,0,4,"9,7,6,4",NA,FALSE,fail,FALSE,3,Ha,"piece security is a problem. they move fast, intake and scoring take a while. ",5,2,5,2,7,4,0,0,1,0,0,4,1,1,1,0,8,3,11,25.3
3545,31,r,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,Ha,no intake or scoring. unable to eject too unstable to play def.,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
4328,32,r,,1,cube,TRUE,NA,NA,NA,na,0,1,0,0,"19,21",20,FALSE,dock,FALSE,1,Gabe,D idn't move much or do much and no intake. pancake type bot,3,2,3,2,5,0,0,0,0,0,0,2,1,1,1,3,15,18,33,41.9
9289,33,r,,3,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,engage,FALSE,2,Ha,intake broke. balanced decently. ,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,64.35
5052,34,r,,3,cube,TRUE,NA,NA,NA,na,0,1,1,0,NA,NA,TRUE,engage,FALSE,3,Ha,pancake. decent climb,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,65.45
9311,33,b,,3,NA,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,Chio,wiggled around in the same place for the whole match,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
5866,34,b,,1,cube,TRUE,NA,NA,NA,na,1,0,0,1,NA,"8,17",FALSE,engage,FALSE,2,chio,"Fumbled around a while trying to pick up their cube pieces, took a painstakingly long amount of time",3,2,2,3,5,1,1,0,0,0,0,1,2,1,1,0,5,0,5,42.833
4295,35,b,,1,NA,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,engage,FALSE,2,Chio,Mainly played in neutral zone started off knocking cubes towards blue community but transitioned into attempting to play defense against 3676,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,60.25
8556,36,b,,2,cube,TRUE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,fail,FALSE,1,Chio,Puttered around a bunch. It was very slow and its attempts to nudge the pieces to community were futile. ultimately caused 6800 to fail their balance. Also very unwieldy whenver it moves around,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,57.2
6672,37,b,,2,cone,TRUE,NA,22,NA,engage,0,5,0,0,"22,6,4,3","5,2,8",FALSE,na,FALSE,4,Chio,Should have gone for the climb. Missed the cube at the end,7,2,5,4,9,6,0,0,0,0,1,4,3,1,1,1,17,6,23,19.286
2714,33,b,,2,cube,FALSE,NA,NA,5,dock,0,2,2,1,"7,9","5,17",FALSE,dock,FALSE,4,cobleigh,very efficient. great scorer,4,2,3,3,6,3,1,0,1,0,0,2,2,1,1,0,9,3,12,33
6377,34,b,,2,cone,FALSE,NA,23,NA,engage,0,8,0,0,"23,15,13,12,16,19","14,11",FALSE,na,FALSE,5,cobleigh,very very impressed. keep an eye out on this robot for its ability to score low / mid.,8,2,7,3,10,0,6,0,0,0,1,6,2,1,1,2,28,12,40,16.875
2848,35,b,,3,cube,FALSE,NA,NA,8,na,0,0,0,0,NA,8,FALSE,na,FALSE,1,cobleigh,died after auton,2,2,2,2,4,1,0,0,1,0,0,1,1,1,1,0,2,3,5,67.5
6800,36,b,,3,cone,TRUE,NA,9,NA,engage,1,1,2,1,"9,7,6","8,23,5",FALSE,fail,FALSE,4,nguyen,"quick cycles but cannot pick up tipped cones, has to pick up upright cones, fast placement and smooth movement, can maneuver well to get into place for balancing on the charging station",6,2,4,4,8,5,0,0,1,0,0,3,3,1,1,1,15,9,24,21.75
4328,37,b,,3,cone,TRUE,NA,NA,NA,na,0,0,0,0,27,NA,TRUE,fail,FALSE,2,nguyen,"struggled to pick up anything, moving around aimlessly it seemed like, stayed in the loading zone for a while trying to pick up a piece",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,1,5,6,11,64.85
4610,33,b,,1,NA,TRUE,NA,NA,NA,na,0,2,0,0,NA,"2,14",FALSE,na,FALSE,4,gabri,good maneuvers,3,2,2,3,5,1,1,0,0,0,0,1,2,1,1,0,5,0,5,44.333
5503,34,b,,3,cube,TRUE,NA,NA,26,na,0,0,0,0,NA,26,TRUE,na,FALSE,3,gabri,no intake,2,2,2,2,4,0,0,0,0,0,1,1,1,1,1,1,5,6,11,67.5
2881,35,b,,2,cone,FALSE,NA,6,NA,engage,0,0,1,3,"6,1,3,21",11,FALSE,engage,FALSE,4,gabri,easily got around defense.,5,2,5,2,7,3,1,0,1,0,0,4,1,1,1,1,14,9,23,26.04
2950,36,b,,1,cone,TRUE,NA,6,NA,na,0,0,0,0,6,NA,FALSE,na,FALSE,2,ha,na,2,2,2,2,4,1,0,0,1,0,0,1,1,1,1,0,2,3,5,67.5
2158,37,b,,1,cone,TRUE,NA,1,NA,na,0,0,0,0,1,NA,FALSE,dock,FALSE,3,gabri,intake not working?,2,2,2,2,4,1,0,0,1,0,0,1,1,1,1,0,2,3,5,67.5
3676,35,r,,1,NA,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,engage,FALSE,3,harold,pretty fast robot. played some good defense. Tried to soccer-style it but was ultimately unsuccessful. very fast climb as well.,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,66
3035,36,r,,3,cone,TRUE,NA,NA,NA,na,0,2,0,1,"1,4,18,16",8,FALSE,engage,FALSE,4,harold,"very good elevator arm. it picks up and releases cargo very well. good climb, too. ",5,2,5,2,7,3,2,0,0,0,0,4,1,1,1,0,12,0,12,26.4
7091,37,r,,3,cube,TRUE,NA,NA,NA,na,0,1,0,0,NA,NA,TRUE,engage,FALSE,3,soo,flat bot. played moderate defense but because of tank drive wasnt as effective.,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,66
8088,38,r,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,TRUE,na,FALSE,4,soo,"played admirable defense against 624, acctually knocking out pieces from play. driver knows how to defend. however, the bot is limited by a rather slow tank drive.",2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
3029,39,r,,2,cone,FALSE,NA,NA,NA,na,0,3,0,0,NA,"23,27,26",TRUE,fail,FALSE,2,soo,slowly shuffled cubes into lower nodes. tipped over in an attempt at triple engage. ,4,2,2,4,6,0,0,0,0,0,0,1,3,1,1,3,15,18,33,31.7
7540,35,r,,3,cone,TRUE,NA,19,NA,na,0,2,1,0,19,"2,20,21",FALSE,engage,FALSE,4,novinski,"Intake was a bit finnicky but it all worked pretty well, could only score  in low",4,2,2,4,6,1,0,0,0,0,1,1,3,1,1,3,17,18,35,33.05
2714,37,r,,2,cube,FALSE,NA,NA,5,engage,0,2,0,2,"6,4,3",5,FALSE,engage,FALSE,4,novinski,"really fast and sturdy, but dropped some pieces",4,2,4,2,6,4,0,0,1,0,0,3,1,1,1,0,8,3,11,33.175
8408,38,r,,2,cube,FALSE,NA,NA,NA,na,0,0,0,0,NA,NA,FALSE,na,FALSE,1,novinski,didn't know how to soccer ball balls well which was their only option cause they weren't using their intake,2,2,2,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,67.5
